cid	lang	wid	lemma	comment	iids	examples	is_basic	scenes	bunrui
100171	ms	1700	dan	【よみ】; そして;【意味】; and; ※ used when connecting sentences	3696;3697	Nasi di kantin murah dan sedap.|食堂の ごはんは 安いです。 そして、 おいしいです。;;;Saya keluar dari rumah pukul lapan dan menaiki bas pergi ke sekolah.|八時に うちを 出ます。 そして、 バスで 学校へ 行きます。	1		4.1110
9980	ms	524	situ	【よみ】; そこ;【意味】; there; that place near the listener	1296	Beg Puan Tanaka ada di situ. |田中さんの かばんは そこに あります。	1	代名詞	1.1700
9986	ms	1262	sana; itu	【よみ】; そちら;【意味】; that way; that place near the listener; ※ the more polite equivalent of "そこ"; that; thing near the listener; ※ the more polite equivalent of "それ"	3298;3297	Itu Encik Lee.|そちらは イさんです。;;;Jangan pergi ke sana kerana berbahaya.|危ないので、 そちらへ 行かないで ください。	1	代名詞	1.1700
9987	ms	531	situ	【よみ】; そっち;【意味】; that way; that place; ※ the informal equivalent of "そちら"	3299	Kalau pergi ke situ, ada pejabat pos dan bank. |そっちへ 行くと、 郵便局や 銀行が あります。	1	代名詞	1.1700
11437	ms	676	luar	【よみ】; そと;【意味】; outside; outdoor	1734;1254;1410	Bolehkah saya pergi ke luar? |外に 出ても いいですか。;;;Encik Yamada ada di luar bilik darjah. |山田さんは 教室の 外に います。;;;Di luar sejuk? |外は 寒いですか。	1	空間	1.1770
90793	ms	515	itu	【よみ】; その;【意味】; that ～; that ～ near the listener	1299;3789	Buku itu saya punya. |その 本は わたしのです。;;;Jangan masuk ke dalam bilik itu. |その 部屋に 入っては いけません。	1		3.1010
11633	ms	1701	dekat	【よみ】; そば;【意味】; near; close	2889;2890	Rumah Encik Matsui dekat dengan rumah saya.|松井さんの うちは わたしの うちの そばです。;;;Beg yang terletak dekat dengan saya sudah diberikan kepada Encik Matsui.|わたしの そばに 置いて あった かばんを 松井さんに 渡しました。	1	空間	1.1780
60368	ms	938	langit	【よみ】; そら;【意味】; sky; air	3676;3677	Langit di bahagian timur kelihatan mendung.|東の 空が 曇って います。;;;Langit luas.|空は 広いです。	1		1.5200
153	ms	46	itu	【よみ】; それ;【意味】; that; thing near the listener	1837;1268	Saya nak ini dan itu. |これと それが ほしいです。;;;Itu surat khabar bila?|それは いつの 新聞ですか。	1	代名詞	1.1010
100175	ms	31	selepas itu	【よみ】; それから;【意味】; after that; and then	3698;3699	Saya akan membeli gelas ini. Selepas itu, saya akan membeli pinggan ini juga. |この コップを 買います。 それから、 この お皿も 買います。;;;Semalam saya menonton TV. Selepas itu, saya belajar bahasa Jepun. |きのうは テレビを 見ました。 それから、 日本語を 勉強しました。	1		4.1110
100233	ms	1702	baiklah	【よみ】; それでは;【意味】; well then	3873;3872	Sudah siap menjawab ujian? Baiklah sila hantar.|テストは できましたか。 それでは、 出して ください。;;;Kelas hari ini sampai di sini sahaja. Baiklah, jumpa lagi minggu depan.|きょうの 授業は ここまでです。 それでは、 また来週、 会いましょう。	1		4.1120
14208	ms	1703	buah	【よみ】; ～だい;【意味】; ※ a term for counting machines, cars, etc.	3564;3565	Bilik darjah ini ada tujuh buah komputer.|この 教室には コンピューターが 七台 あります。;;;Ada empat buah kereta berhenti di depan kedai.|店の 前に 車が 四台 止まって います。	1		1.1950
22517	ms	425	universiti	【よみ】; だいがく;【意味】; university; college	2227;1826	Saya pergi ke universiti semalam. |わたしは きのう 大学へ 行きました。;;;Sebenarnya saya ingin belajar di universiti di Tokyo. |東京の 大学へ 行きたかったです。	1	学校	1.2630
23402	ms	1704	kedutaan	【よみ】; たいしかん;【意味】; embassy	2941;2940	Esok saya akan pergi ke kedutaan.|わたしは あした 大使館へ 行きます。;;;Kalau pusing ke kanan dekat persimpangan itu, akan ada kedutaan.|あの 交差点を 右に 曲がると、 大使館が あります。	1	海外旅行	1.2710
92283	ms	175	boléh	【よみ】; だいじょうぶ;【意味】; all right	3598;3597	Walaupun saya mesti belajar hari ini, tetapi saya boleh esok. |きょうは 勉強しなければ なりませんが、 あしたは 大丈夫です。;;;Saya memberitahu hari yang saya boleh kepada Encik Lee kerana saya akan keluar bersama beliau pada bulan depan.|来月 一緒に 遊ぶので、 イさんに 大丈夫な 日を 教えます。	1		3.1346
95587	ms	1481	sangat suka	【よみ】; だいすき;【意味】; like ～ very much	3516;3517	Ini makanan yang Kobayashi sangat suka.|これは 小林さんの 大好きな 食べ物です。;;;Saya sangat suka binatang.|わたしは 動物が 大好きです。	1	形容詞 2	3.3020
96508	ms	1705	penting	【よみ】; たいせつ;【意味】; important; valuable; precious	3600;3599	Ini surat yang penting.|これは 大切な 手紙です。;;;Buku ini sangat penting, jadi jangan hilangkannya.|この 本は とても 大切なので、 なくさないで ください。	1		3.3068
53027	ms	1706	dapur	【よみ】; だいどころ;【意味】; kitchen	2778	Dapur di rumah baru luas, jadi sangat senang diguna.|新しい 家は 台所が 広いので、 とても 便利です。	1	不動産屋	1.4430
94586	ms	91	susah	【よみ】; たいへん;【意味】; hard; tough; severe; awful	3604;3603	Saya susah kerana mesti hafal banyak kanji. |たくさん 漢字を 覚えなければ ならないので、 大変です。;;;Encik Tanaka membuat kerja yang susah. |田中さんは 大変な 仕事を して います。	1		3.1920
94023	ms	803	tinggi	【よみ】; たかい;【意味】; tall; high	3496;3495	Saya ingin tinggal di tempat yang tinggi.|わたしは 高い 所に 住みたいです。;;;Encik Yamada paling tinggi di dalam kelas.|山田さんは クラスで いちばん 背が 高いです。	1	形容詞 1	3.1911
93838	ms	1227	banyak	【よみ】; たくさん;【意味】; many; much	3812;3813	Saya memasukkan banyak susu ke dalam kopi.|わたしは コーヒーに たくさん ミルクを 入れます。;;;Saya telah banyak berjalan kaki pada hari ini.|きょうは たくさん 歩きました。	1		3.1910
56572	ms	1707	téksi	【よみ】; たくしー;【意味】; taxi	2911;2912	Saya naik teksi dari stesen sampai syarikat.|駅から 会社まで タクシーに 乗ります。;;;Saya pulang ke rumah dengan teksi.|タクシーで うちへ 帰ります。	1	道	1.4650
94953	ms	1708	sahaja	【よみ】; ～だけ;【意味】; only	3911;3912	Selalu sebelum tidur, saya akan membaca buku selama tiga puluh minit sahaja.|いつも 寝る 前に 三十分だけ 本を 読みます。;;;Saya makan satu biji kuih sahaja.|お菓子を 一つだけ 食べました。	1		3.1940
67613	ms	786	hantar; beri (morph:meN- memberi)	【よみ】; だします;【意味】; take ～ out; send; submit	1971;1378;1654	Sila hantar kertas yang sudah ditulis dengan jawapan.|答えを 書いた 紙を 出して ください。;;;Saya akan hantar surat kepada Encik Tanaka.|田中さんに 手紙を 出します。;;;Cikgu memberi soalan.|先生から 質問を 出しました。	1	郵便局	2.1210
14317	ms	1709	X-X	【よみ】; ～たち;【意味】; ※ used when referring to person to show plural	3821;3820	Orang-orang itu kawan saya.|あの 人たちは 友達です。;;;Budak-budak sedang bermain di taman.|公園で 子供たちが 遊んで います。	1		1.1951
82608	ms	839	berdiri	【よみ】; たちます;【意味】; stand up	3371;3372;1485	Saya menyanyi lagu sambil berdiri.|立って、 歌を 歌います。;;;Di sana ada Cik Kimura sedang berdiri. |あそこに 木村さんが 立って います。;;;Sila berdiri.|立って ください。	1		2.3391
11034	ms	1710	lébar; menegak	【よみ】; たて;【意味】; vertical line	3621;3622	Buku nota ini lebih panjang panjangnya daripada lebarnya. |この ノートは 縦より 横の ほうが 長いです。;;;Saya memotong kertas ini secara menegak.|この 紙を 縦に 切ります。	1		1.1740
52553	ms	285	bangunan	【よみ】; たてもの;【意味】; building	2495;1431	Ada di tingkat tiga bangunan ini. |この 建物の 三階に あります。;;;Dekat kawasan sini, tidak banyak bangunan yang tinggi. |この あたりには、 あまり 高い 建物が ありません。	1	不動産屋	1.4410
95240	ms	941	seronok	【よみ】; たのしい;【意味】; enjoyable	3510;1862;3511	Majlis semalam sangat seronok.|きのうの パーティーは とても 楽しかったです。;;;Bagi saya, kelas saya seronok.|わたしは 授業が 楽しいです。;;;Pembelajaran bahasa Jepun seronok.|日本語の 勉強は 楽しいです。	1	形容詞 2	3.3011
85908	ms	1290	minta (morph:meN- meminta)	【よみ】; たのみます;【意味】; ask	3373;3374	Encik Hayashi meminta Encik Tanaka membantunya bekerja.|田中さんは 林さんに 仕事を 頼まれました。;;;Ibu saya selalu meminta saya membeli barang.|母は いつも わたしに 買い物を 頼みます。	1		2.3660
51920	ms	1045	merokok	【よみ】; たばこ;【意味】; tobacco; cigarette	2229;2982	Saya sudah berhenti merokok.|たばこは やめました。;;;Jangan merokok di dalam bilik ini.|この 部屋で たばこを 吸っては いけません。	1	会社	1.4350
50441	ms	710	makanan	【よみ】; たべもの;【意味】; food	1860;2806	Makanan apa yang awak suka?|すきな 食べ物は 何ですか。;;;Makanan Jepun sedap tetapi mahal.|日本の 食べ物は おいしいですが、 高いです。	1	レストラン／食堂	1.4300
81700	ms	337	makan	【よみ】; たべます;【意味】; eat; have	1993;2818;1484	Encik Yamada yang makan kek. |ケーキを 食べたのは 山田さんです。;;;Saya makan sarapan setiap hari. |わたしは 毎日 朝ごはんを 食べます。;;;Selepas habis makan, saya menggosok gigi. |ごはんを 食べてから、 歯を みがきます。	1	レストラン／食堂	2.3331
65581	ms	877	telur	【よみ】; たまご;【意味】; egg	3623;3624	Saya makan telur dengan bubuh garam.|卵に 塩を つけて 食べます。;;;Saya makan roti dan telur setiap pagi.|わたしは 毎朝 パンと 卵を 食べます。	1		1.5608
15603	ms	1712	siapa	【よみ】; だれ;【意味】; who	1308;1900;3746	Milik siapakah beg itu?|あの かばんは だれのですか。;;;Di sana ada orang, kan. Siapakah orang itu?|あそこに 人が いますね。 あの 人は だれでしょう。;;;Esok awak akan berjumpa dengan siapa?|あした だれと 会いますか。	1		1.2010
15612	ms	1713	sesiapa	【よみ】; だれか;【意味】; someone	3747;3748	Ada sesiapa di bilik sebelah?|隣の 部屋に だれか いましたか。;;;Ada sesiapa yang mempunyai pen mata bulat saya?|だれか わたしの ボールペンを 持って いませんか。	1		1.2010
8682	ms	1714	hari jadi	【よみ】; たんじょうび;【意味】; birthday	3619;3620	Encik Yamada memberikan jam pada hari jadi Encik Kobayashi.|山田さんは 小林さんの 誕生日に 時計を あげました。;;;Hari Jadi saya ialah 26 hari bulan Ogos.|わたしの 誕生日は 八月 二十六日です。	1		1.1633
93352	ms	1715	semakin	【よみ】; だんだん;【意味】; gradually; little by little	3716;3717	Encik Lee semakin pandai berbahasa Jepun.|イさんは だんだん 日本語が 上手に なりました。;;;Mulai bulan Julai cuaca akan menjadi semakin panas.|七月から だんだん 暑く なります。	1		3.1650
94186	ms	704	kecil	【よみ】; ちいさい;【意味】; small; little	3474;3473	Rumah saya kecil dan sempit.|わたしの うちは 小さくて、 狭いです。;;;Haiwan yang kecil sangat comel.|小さい 動物は とても かわいいです。	1	形容詞 1	3.1912
94187	ms	1716	kecil	【よみ】; ちいさな;【意味】; small; little	3800;3801	Ada kerusi kecil di dalam bilik saya.|わたしの 部屋に 小さな いすが あります。 ;;;Saya lahir di bandar yang kecil.|わたしは 小さな 町で 生まれました。	1		3.1912
94068	ms	1220	dekat	【よみ】; ちかい;【意味】; near; close	2055;2782	Mari kita berjalan kaki jika dekat.|近いなら 歩きましょう。;;;Rumah baru saya sangat selesa kerana dekat dengan stesen.|新しい うちは 駅から 近いので、 とても 便利です。	1	不動産屋	3.1911
67286	ms	1019	berbeza	【よみ】; ちがいます;【意味】; differ	1693;3375	Buku nota ini berbeza daripada buku nota saya.|この ノートは わたしの ノートと 違います。;;;Bahasa di Jepun berbeza dengan luar negara.|日本と 外国は ことばが 違います。	1		2.1130
11706	ms	686	dekat	【よみ】; ちかく;【意味】; near; close	2881;1257	Semalam, saya pergi membeli barang di tempat berdekatan dengan stesen.|きのう 駅の 近くへ 買い物に 行きました。;;;Sekolah terletak di kawasan dekat dengan rumah.|学校は 家の 近くです。	1		1.1780
56688	ms	1717	keréta api bawah tanah	【よみ】; ちかてつ;【意味】; subway; underground	2831	Kereta api bawah tanah murah, laju dan sangat berguna.|地下鉄は 安くて、 早くて、 とても 便利です。	1	駅	1.4650
32060	ms	1024	peta	【よみ】; ちず;【意味】; map	2880	Saya tengok peta kerana saya tidak tahu jalan.|道が 分からなかったので、 地図を 見ました。	1	交番	1.3115
16495	ms	634	bapa	【よみ】; ちち;【意味】; (my) father	2086	Saya menghadiahkan bunga kepada bapa saya. |わたしは 父に 花を あげました。	1	家族	1.2120
58007	ms	1718	warna coklat	【よみ】; ちゃいろ;【意味】; brown	3242	Warna rambut Cik Kimura adalah warna coklat.|木村さんの 髪の 色は 茶色です。	1	色	1.5020
54092	ms	1719	mangkuk	【よみ】; ちゃわん;【意味】; rice bowl	3204;3205	Saya menyusun mangkuk dan penyepit di atas meja.|テーブルの 上に ちゃわんと おはしを 並べます。;;;Saya makan nasi menggunakan mangkuk.|ちゃわんで ごはんを 食べます。	1	食生活	1.4520
94429	ms	423	ini	【よみ】; ちょうど;【意味】; just	3711;3710	Pertandingan akan bermula sekarang ini.|今から ちょうど 試合が 始まります。;;;Sekarang ini saya sedang makan malam.|今 ちょうど 晩ごはんを 食べて いる ところです。	1		3.1920
